1.01321	0	0.013
1.03502	0.013	0.014125
1.07106	0.014125	0.0196094
1.10882	0.0196094	0.0290332
1.13525	0.0290332	0.0406541
1.18812	0.0406541	0.0574473
1.19001	0.0574473	0.0723914
1.24287	0.0723914	0.0892175
1.28346	0.0892175	0.104565
1.33636	0.104565	0.119995
1.84892	0.119995	0.11937
1.89895	0.11937	0.118324
1.94521	0.118324	0.123034
1.95937	0.123034	0.122154
1.98863	0.122154	0.124385
2.0094	0.124385	0.122712
2.08114	0.122712	0.124373
2.08303	0.124373	0.124326
2.14156	0.124326	0.127911
2.18593	0.127911	0.133922
2.19159	0.133922	0.130931
2.24257	0.130931	0.13444
2.25106	0.13444	0.138635
2.30393	0.138635	0.141556
2.34735	0.141556	0.144111
2.39266	0.144111	0.151222
2.4257	0.151222	0.155195
2.42759	0.155195	0.157795
2.47573	0.157795	0.159571
2.51066	0.159571	0.159999
2.55692	0.159999	0.1605
2.59845	0.1605	0.162062
2.60034	0.162062	0.163429
2.63999	0.163429	0.163501
2.68247	0.163501	0.164563
2.72023	0.164563	0.164493
2.72212	0.164493	0.159431
2.76365	0.159431	0.159877
2.80141	0.159877	0.160143
2.84673	0.160143	0.160625
2.88732	0.160625	0.161422
2.88921	0.161422	0.162119
2.93357	0.162119	0.163104
3.22433	0.163104	0.162466
3.26586	0.162466	0.156033
3.33477	0.156033	0.150279
3.41124	0.150279	0.149744
3.44428	0.149744	0.153401
3.51036	0.153401	0.156226
3.5349	0.156226	0.152073
3.60381	0.152073	0.152938
3.63497	0.152938	0.149321
3.6378	0.149321	0.143531
3.70388	0.143531	0.13809
3.73975	0.13809	0.133953
3.74258	0.133953	0.130334
3.80677	0.130334	0.126917
3.84453	0.126917	0.124178
3.84737	0.124178	0.121781
3.91722	0.121781	0.120433
3.95404	0.120433	0.123879
3.97103	0.123879	0.124269
4.02673	0.124269	0.13111
4.06826	0.13111	0.133597
4.08997	0.133597	0.133772
4.13623	0.133772	0.137676
4.17777	0.137676	0.139341
4.17965	0.139341	0.135798
4.22308	0.135798	0.135574
4.24668	0.135574	0.132377
4.28821	0.132377	0.129705
4.3373	0.129705	0.133242
4.33919	0.133242	0.131086
4.37317	0.131086	0.130576
4.41849	0.130576	0.130504
4.44869	0.130504	0.128066
4.49873	0.128066	0.131933
4.50061	0.131933	0.135566
4.54876	0.135566	0.140495
4.59973	0.140495	0.145558
4.64882	0.145558	0.152364
4.69791	0.152364	0.158193
4.6998	0.158193	0.163294
4.75266	0.163294	0.168382
4.80364	0.168382	0.172834
4.85556	0.172834	0.177105
4.89709	0.177105	0.179967
4.89898	0.179967	0.182346
4.95468	0.182346	0.184803
4.99621	0.184803	0.185827
5.04436	0.185827	0.186224
5.04813	0.186224	0.181821
5.08873	0.181821	0.182843
5.14065	0.182843	0.183238
5.18596	0.183238	0.183958
5.23693	0.183958	0.184963
5.23882	0.184963	0.185593
5.59754	0.185593	0.188019
5.59943	0.188019	0.178392
5.70799	0.178392	0.169843
5.74858	0.169843	0.167237
5.81749	0.167237	0.173583
5.85809	0.173583	0.17076
5.927	0.17076	0.171665
5.97137	0.171665	0.169457
6.03745	0.169457	0.17065
6.03933	0.17065	0.163443
6.08181	0.163443	0.156763
6.14317	0.156763	0.150418
6.14506	0.150418	0.144865
6.18471	0.144865	0.139632
6.25079	0.139632	0.135553
6.25268	0.135553	0.131984
6.29044	0.131984	0.128736
6.36029	0.128736	0.134644
6.36218	0.134644	0.131814
6.39994	0.131814	0.133712
6.47074	0.133712	0.139498
6.47263	0.139498	0.136061
6.50945	0.136061	0.137428
6.58119	0.137428	0.143
6.58308	0.143	0.13925
6.61801	0.13925	0.140093
6.65954	0.140093	0.141332
6.69164	0.141332	0.137415
6.72845	0.137415	0.138363
6.73034	0.138363	0.135068
6.77093	0.135068	0.132059
6.81436	0.132059	0.130927
6.8389	0.130927	0.128311
6.88044	0.128311	0.131022
6.88233	0.131022	0.133644
6.92669	0.133644	0.136439
6.97389	0.136439	0.139259
7.01826	0.139259	0.144352
7.07113	0.144352	0.150183
7.0749	0.150183	0.15541
7.12021	0.15541	0.160234
7.16269	0.160234	0.163829
7.2014	0.163829	0.166226
7.25049	0.166226	0.167823
7.25237	0.167823	0.169095
7.29957	0.169095	0.170333
7.34583	0.170333	0.171916
7.39397	0.171916	0.174427
7.39586	0.174427	0.170748
7.44212	0.170748	0.173155
