1.00419	0	4294967295
1.0433	4294967295	6700
1.10466	6700	2948
1.36396	2948	3752
1.38188	3752	1340
2.13516	1340	6700
2.28337	6700	3752
2.49105	3752	3484
2.67072	3484	3216
2.96681	3216	4288
3.36046	4288	5092
3.45203	5092	2680
3.48757	2680	1072
3.87896	1072	4020
3.90256	4020	1340
3.96047	1340	1072
4.15866	1072	2948
4.20177	2948	1340
4.46354	1340	3484
4.56297	3484	2412
4.77473	2412	3216
4.87164	3216	2412
5.04563	2412	2948
5.07615	2948	1072
5.38009	1072	3752
5.74164	3752	4824
6.28539	4824	6164
6.34863	6164	2948
7.15449	2948	7236
7.35556	7236	4556
7.62271	4556	4288
7.95028	4288	4556
7.99276	4556	1876
8.13087	1876	2412
8.15447	2412	1072
8.24945	1072	1608
8.2982	1608	1072
8.67545	1072	4556
8.7859	4556	2680
9.13045	2680	4556
9.20691	4556	2412
9.26479	2412	1340
9.37741	1340	1876
9.77607	1876	4824
9.97525	4824	3752
10.3623	3752	4824
10.4085	4824	2144
10.4262	2144	1072
11.0007	1072	5628
11.7993	5628	7504
11.9221	7504	4020
11.99	4020	2144
12.2861	2144	4020
12.3673	4020	2412
12.732	2412	4556
12.8377	4556	2680
12.8896	2680	1340
12.9396	1340	1072
13.1007	1072	1608
13.4883	1608	4556
13.528	4556	1876
13.5755	1876	1072
14.1947	1072	5896
14.4288	5896	4288
14.5242	4288	2412
14.858	2412	3216
14.8964	3216	1340
14.9675	1340	1072
15.1068	1072	1340
15.4394	1340	4020
15.5036	4020	2144
15.6817	2144	2948
15.9029	2948	1608
16.2546	1608	4288
16.3254	4288	2144
16.6073	2144	4020
16.6262	4020	1340
16.8414	1340	3216
17.0082	3216	2948
17.0296	2948	1072
17.6573	1072	5896
17.6866	5896	2412
17.9298	2412	3484
18.5956	3484	6432
19.0053	6432	5628
19.2064	5628	4020
19.2432	4020	1608
19.4789	1608	3484
19.5811	3484	2412
19.6853	2412	2144
19.9512	2144	3752
