1.04001	0	4294967295
1.16074	4294967295	6432
1.32118	6432	3752
2.04249	3752	5896
3.28593	5896	11792
3.52557	11792	6968
3.96699	6968	5896
4.44667	5896	5360
5.0898	5360	6432
5.85102	6432	7504
6.05048	7504	4824
6.13171	4824	2680
6.33197	2680	2144
7.17301	2144	5896
7.33392	5896	3216
7.89422	3216	4288
8.01574	4288	2680
8.73771	2680	5360
9.01845	5360	3752
9.57979	3752	5360
9.85991	5360	4288
10.3409	4288	4824
10.4211	4824	2680
11.2229	2680	5896
11.9844	5896	7504
12.9061	7504	9112
13.0257	9112	4824
14.3484	4824	12864
14.6289	12864	8040
15.1113	8040	6968
15.7524	6968	7504
15.8326	7504	3752
16.2334	3752	4288
17.2332	4288	2144
18.5152	2144	5896
18.7567	5896	4824
19.5577	4824	6968
19.7186	6968	4288
19.9183	4288	2680
